시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
충청남도,홍성군,한식_일반,한밭식당,041-641-2312,충청남도홍성군광천읍광천로299번길6-11층,한우불고기(250g),17000,,,,,,
충청남도,홍성군,한식_일반,홍성자매낙지마당,041-631-0911,충청남도홍성군홍성읍법원로41-1홍성자매낙지마당,낙지콩나물국밥,6000,돌솥비빔밥,10000,낙지볶음,13000,,
충청남도,홍성군,한식_일반,홍주천년한우곰탕,041-632-7733,충청남도홍성군홍성읍문화로1151층,한우곰탕(돌솥밥제공),10000,,,,,,
충청남도,홍성군,한식_일반,흥부놀부,041-633-0601,충청남도홍성군금마면충서로2290흥부놀부,동태찌개,8000,된장찌개,7000,,,,
충청남도,홍성군,한식_일반,순자네감자탕,041-635-9333,충청남도홍성군홍성읍조양로151번길55,김치찌개(2인),14000,염소탕,13000,,,,
충청남도,홍성군,한식_면류,송자매바지락칼국수,,충청남도홍성군홍성읍도청대로96번길85-17,바지락칼국수,8000,코다리(중),33000,생삼겹살100g,13000,,
충청남도,홍성군,한식_일반,호수돌판구이,041-634-2440,충청남도홍성군홍성읍조양로104-9,된장찌개,8000,김치찌개,8000,비빔밥,8000,칼국수,8000
충청남도,홍성군,일식,스시송,041-633-0033,충청남도홍성군홍북읍의향로267501502호,회전초밥모든접시,1900,,,,,,
충청남도,예산군,한식_일반,대산해장국,041-334-1057,충청남도예산군예산읍신례원로32,된장찌개,7000,갈비탕,10000,,,,
충청남도,예산군,한식_일반,황금시대,041-331-7080,충청남도예산군예산읍예산로219,묵은지돼지갈비구이,12000,묵은지김치찌개,8000,,,,
충청남도,예산군,한식_일반,서하가든,041-331-0759,충청남도예산군대흥면중리길2,어죽,7000,김치찌개,8000,제육볶음,10000,,
충청남도,예산군,한식_일반,엄나무감자탕,041-332-8842,충청남도예산군예산읍임성로7번길13,더덕삼계탕,13000,삼겹살(200g),13000,뼈해장국,8000,,
충청남도,예산군,한식_일반,홍초식당,0507-1422-3222,충청남도예산군예산읍예산로176번길19-2,백반,7000,묵은지돼지국밥짜글이,7000,콩나물국밥,6000,돼지머리국밥,6000
충청남도,예산군,한식_면류,예당분식,041-333-3516,충청남도예산군예산읍역전로28번길3,손칼국수,7000,칼제비,7000,비빔국수,7000,콩국수,7000
충청남도,예산군,한식_면류,국수나라,041-333-2129,충청남도예산군예산읍형제고개로9671층가동14호,잔치국수,4000,칼국수,7000,비빔국수,7000,서리태콩국수,7000
충청남도,예산군,한식_일반,이모네,041-338-1444,충청남도예산군삽교읍삽교로2길16-1,된장찌개,7000,비빔냉면,7000,생삼겹살(200g),13000,,
충청남도,예산군,한식_일반,신삽교곱창,041-338-9288,충청남도예산군삽교읍두리2길52-61층,곱창찌개(중),28000,삼겹살(200g),13000,,,,
충청남도,예산군,한식_일반,고향기사식당,041-334-8200,충청남도예산군예산읍충서로1602,제육볶음,10000,부대찌개,8000,,,,
충청남도,예산군,한식_면류,예터칼국수,041-333-4076,충청남도예산군예산읍형제고개로967바동7호(예산시장),칼국수,5000,바지락칼국수,6000,마라칼국수,6000,,
충청남도,예산군,한식_육류,큰마루곱창,,충청남도예산군삽교읍두리2길56A동103호,곱창구이(250g),11000,훈연돼지모둠(250g),9000,곱창전골(중),28000,곱창덮밥,9000
충청남도,예산군,한식_육류,삽교훈연곱창,,충청남도예산군삽교읍두리2길56B동101호,곱창구이(250g),11000,돼지훈연모둠(250g),9000,곱창전골(중),28000,곱창국밥,8000
충청남도,예산군,한식_육류,곱창인가,,충청남도예산군삽교읍두리2길56A동102호,곱창구이(250g),11000,곱창전골(중),28000,곱창국밥,8000,,
충청남도,예산군,한식_육류,삽교살찐곱창,,충청남도예산군삽교읍두리2길56A동101호,곱창구이(250g),11000,곱창전골(중),28000,곱창국밥,8000,,
충청남도,예산군,한식_육류,두리곱창,,충청남도예산군삽교읍두리2길56B동103호,곱창구이(250g),11000,곱창전골(중),28000,곱창국밥,8000,곱창국수,6000
충청남도,예산군,한식_육류,예가곱창,,충청남도예산군삽교읍두리2길56B동102호,곱창구이(250g),11000,곱창전골(중),28000,훈연돼지모둠(250g),9000,곱창국밥,8000
충청남도,예산군,기타요식업,애플양과점,,충청남도예산군예산읍형제고개로967라동7호,수제사과파이(개당),2500,,,,,,
충청남도,예산군,기타요식업,이신복명물꽈배기,,충청남도예산군예산읍형제고개로967바동4호,꽈배기(5개),3000,도너츠(5개),3000,,,,
충청남도,예산군,한식_일반,후포홍게,,충청남도예산군예산읍형제고개로967사동5호,홍게라면,7500,,,,,,
충청남도,예산군,한식_면류,시장중국집,,충청남도예산군예산읍형제고개로967다동13-113-2호,짜장면,5000,짬뽕,6000,탕수육(중),15000,,
충청남도,예산군,한식_일반,금오바베큐,,충청남도예산군예산읍형제고개로967다동11호,닭구이(한마리),18000,통삼겹바베큐(200g),10000,,,,
충청남도,예산군,한식_기타,낙원약과,041-335-2203,충청남도예산군예산읍형제고개로967108호,약과(개당),2000,,,,,,
충청남도,예산군,한식_기타,고려떡집,,충청남도예산군예산읍형제고개로957-15,고기떡(개당),2000,,,,,,
충청남도,예산군,한식_육류,승리정육식당,,충청남도예산군삽교읍삽교로147,삼겹살(600g),30000,목살(600g),30000,,,,
충청남도,예산군,한식_육류,신광정육식당,,충청남도예산군예산읍형제고개로967라동9호,삼겹살(200g),5900,도래창(200g),4900,돼지토시살(200g),5900,뒷고기(600g),9000
충청남도,예산군,한식_일반,들밥한식뷔페,,충청남도예산군신암면계촌1길8,뷔페,8000,냉동삼겹살(180g),11000,,,,
충청남도,예산군,한식_일반,예산백년밥상,041-331-3030,충청남도예산군예산읍벚꽃로801층,건강한밥상,10000,,,,,,
충청남도,예산군,한식_일반,예산사과빵상회,,충청남도예산군예산읍천변로185,사과빵오리지널(8개입),9000,예산사과빵스페셜,11000,사과꽃타르트(6개입),11000,,
충청남도,예산군,한식_일반,예산당,,충청남도예산군예산읍예산시장길2111호,사과빵오리지널(8개입),9000,예산사과빵스페셜,11000,사과꽃타르트(6개입),11000,,
충청남도,태안군,미용업,이브미용실,041-675-4827,충청남도태안군태안읍군청5길22-6,커트,10000,파마,40000,드라이,10000,,
충청남도,태안군,미용업,에스더헤어,041-675-7373,충청남도태안군태안읍시장1길35-22,커트,10000,파마,40000,드라이,10000,,
충청남도,태안군,한식_일반,파전칼국수,041-673-2772,충청남도태안군태안읍시장1길349호,칼국수,4000,,,,,,
충청남도,태안군,한식_일반,시골밥상,041-675-3336,충청남도태안군소원면대소산길368,한식,8000,꼬막비빔밥,12000,,,,
충청남도,태안군,한식_일반,백화산가든,041-674-5028,충청남도태안군태안읍중앙로333,한식뷔페,7000,,,,,,
충청남도,태안군,한식_일반,보라네분식,,충청남도태안군태안읍시장4길28,메밀비빔국수,5000,메밀냉국수,5000,,,,
충청남도,태안군,한식_일반,먹자돌솥생선구이,041-672-1788,충청남도태안군태안읍백화로7-12,돌솥밥,13000,,,,,,
충청남도,태안군,한식_일반,맛이야기,041-674-8521,충청남도태안군태안읍중앙로133-5,잔치국수,5000,두부버섯전골,30000,,,,
충청남도,태안군,한식_일반,연옥당,041-672-9945,충청남도태안군남면안면대로605-8,한식뷔페,7000,,,,,,
충청남도,태안군,한식_일반,안면식당,041-673-7736,충청남도태안군안면읍백사장1길24,조개칼국수,8000,찌개,8000,회덮밥,11000,,
충청남도,태안군,한식_일반,시장맛집,041-675-3291,충청남도태안군태안읍시장2길38-9,칼국수,5000,비빔밥,5000,,,,
충청남도,태안군,미용업,나이스가위,041-673-1249,충청남도태안군태안읍중앙로90,남성커트,10000,,,,,,
충청남도,태안군,한식_일반,행복식당,041-673-4524,충청남도태안군안면읍장터로146-2,백반,7000,,,,,,
충청남도,태안군,중식,중화루,041-673-3599,충청남도태안군안면읍율포길4,짜장면,6000,,,,,,
충청남도,태안군,한식_일반,부잣집,041-674-7447,충청남도태안군안면읍장터로129,백반,8000,,,,,,
충청남도,태안군,한식_일반,칼국수1번지,041-672-2877,충청남도태안군태안읍시장1길34,칼국수,5000,,,,,,
충청남도,태안군,한식_기타,소담,041-672-6182,충청남도태안군태안읍동문5길13소담,돈까스,8000,,,,,,
충청남도,태안군,한식_일반,한식대첩,041-675-6363,충청남도태안군태안읍중앙로142한식대첩,청국장백반,10000,,,,,,
충청남도,태안군,숙박업,힐링비치,041-672-3922,충청남도태안군이원면음포길146힐링비치,숙박,50000,,,,,,
충청남도,태안군,한식_해산물,경희횟집,041-674-4055,충청남도태안군태안읍시장4길5경희횟집,박하지장,12000,,,,,,
충청남도,태안군,한식_면류,남문국수집,041-675-0437,충청남도태안군태안읍중앙로32남문국수집,잔치국수,4000,,,,,,
충청남도,태안군,중식,원조뚝배기식당,041-674-0098,충청남도태안군태안읍시장5길18-5뚝배기식당,짜장밥,4000,굴세모국,10000,간장게장,18000,,
충청남도,태안군,한식_일반,마장동,041-674-9592,충청남도태안군태안읍동문2길12-11마장동,삼겹살,10000,,,,,,
충청남도,태안군,한식_일반,아줌마김밥,,충청남도태안군태안읍시장4길36아줌마김밥,비빔국수,6000,,,,,,
충청남도,태안군,한식_일반,용이수산,041-673-9091,충청남도태안군태안읍시장3길31용이수산,칼국수,5000,,,,,,
충청남도,태안군,한식_일반,초원식당,041-672-0124,충청남도태안군태안읍군청7길29-10초원식당,돌솥밥,12000,,,,,,
충청남도,태안군,한식_일반,한우화로구이랑,041-673-8247,충청남도태안군태안읍중앙로22한우화로구이랑,육회비빔밥,9000,,,,,,
충청남도,태안군,한식_일반,황금갈비,041-675-1080,충청남도태안군태안읍후곡로33황금갈비,뚝배기불고기,9000,,,,,,
충청남도,태안군,숙박업,동네방네편센,,충청남도태안군남면마검포길201-78,숙박,45000,,,,,,
충청남도,태안군,한식_해산물,대한회센터,041-673-8831,충청남도태안군안면읍백사장1길119,대하장덮밥,10000,,,,,,
충청남도,태안군,숙박업,연포펜션,041-673-1587,충청남도태안군근흥면용도로99,숙박,45000,,,,,,
충청남도,태안군,한식_일반,청해식당,041-675-9947,충청남도태안군근흥면신진부두길86,김치찌개,9000,,,,,,
충청남도,태안군,한식_일반,우리한우정육식당,,충청남도태안군근흥면마도길79,육회비빔밥,11000,,,,,,
충청남도,태안군,미용업,다온헤어,,충청남도태안군태안읍샘골3길10,커트,9000,,,,,,
충청남도,태안군,한식_일반,황가네식당,041-675-0002,충청남도태안군태안읍시장4길28,뼈해장국,9000,,,,,,
충청남도,태안군,한식_분식,청담금,041-672-4321,충청남도태안군태안읍중앙로129,떡볶이,3000,닭봉,1000,,,,
전북특별자치도,전주시,미용업,각시미용실,063-236-8135,전북특별자치도전주시완산구효동2길21-14,파마,15000,커트(경로),3000,커트(성인),5000,,
전북특별자치도,전주시,한식_육류,갈비전문점엘에이반월직영점,063-213-88220504-0544-8543,전북특별자치도전주시덕진구쪽구름로138,돼지갈비(350g),19000,삼겹살(180g),18000,,,,
전북특별자치도,전주시,한식_육류,갈비전문점엘에이평화직영점,063-227-9978,전북특별자치도전주시완산구모악로4701,돼지갈비(350g),19000,,,,,,
전북특별자치도,전주시,한식_육류,도나돈아,063-255-9299,전북특별자치도전주시완산구서신천변10길12-8,오겹살(500g),26000,,,,,,
전북특별자치도,전주시,한식_일반,동래분식,063-288-4607,전북특별자치도전주시완산구풍남문2길39,칼국수,6000,손수제비,6000,,,,
전북특별자치도,전주시,한식_육류,돼지한마리,063-231-0881,전북특별자치도전주시완산구현무1길38-18,돼지한마리(750g),44000,된장찌개,8000,김치찌개,8000,,
전북특별자치도,전주시,한식_일반,또또분식,,전북특별자치도전주시덕진구삼송3길14,떡볶이,4500,수제모듬튀김,5000,,,,
전북특별자치도,전주시,한식_일반,또와분식,063-273-2923,전북특별자치도전주시완산구태평5길41-5,찹쌀도너츠(3개),2000,찐빵(3개),2000,,,,
전북특별자치도,전주시,미용업,마당재미용실,063-283-8169,전북특별자치도전주시완산구마당재4길16,파마(성인),20000,파마(경로),15000,커트(성인),9000,,
전북특별자치도,전주시,한식_일반,만나별미,063-224-9529,전북특별자치도전주시완산구거마평로122,돈가스,7000,된장찌개,6000,김치찌개,7000,,
전북특별자치도,전주시,한식_일반,만남의집,063-287-5589,전북특별자치도전주시완산구서학로28-1,김치찌개,8000,된장찌개,8000,,,,
전북특별자치도,전주시,한식_면류,맛자랑팥고향집,063-231-0993,전북특별자치도전주시완산구서학로32-4,손칼국수,6000,수제비,6000,,,,
전북특별자치도,전주시,미용업,명보헤어,063-282-1643,전북특별자치도전주시완산구팔달로101-26,커트,10000,파마,20000,,,,
전북특별자치도,전주시,기타요식업,빵굽는나라,063-275-2974,전북특별자치도전주시완산구팔달로263,도너츠(2개),1000,크림빵(1개),1000,,,,
전북특별자치도,전주시,한식_일반,서신정,063-277-3455,전북특별자치도전주시완산구감나무4길26,고등어구이,10000,김치찌개,8000,제육볶음,9000,,
전북특별자치도,전주시,한식_일반,섬진강백반,063-226-6809,전북특별자치도전주시완산구꽃밭정로13,김치찌개,7000,동태찌개,7000,된장찌개,7000,,
전북특별자치도,전주시,한식_면류,세은이네집,063-283-3376,전북특별자치도전주시완산구풍남문2길42-3,국수,7000,보리비빔밥(계절5월~),8000,,,,
전북특별자치도,전주시,양식,수제왕돈까스(경원점),063-282-88550507-1387-8856,전북특별자치도전주시완산구충경로84,기본돈가스,7000,왕돈가스,8500,,,,
전북특별자치도,전주시,한식_일반,신뱅이,063-282-3030,전북특별자치도전주시완산구경기전길153-9,야채비빔밥,8000,알비빔밥,11000,,,,
전북특별자치도,전주시,한식_일반,이래면옥,063-288-6644,전북특별자치도전주시완산구동문길103,갈비탕,11000,돼지불고기,11000,,,,
전북특별자치도,전주시,한식_일반,자유식당,063-286-1986,전북특별자치도전주시완산구풍남문3길25(전동),청국장,6000,된장찌개,6000,김치찌개,7000,,
전북특별자치도,전주시,한식_육류,전원갈비,063-242-8560,전북특별자치도전주시완산구서신천변로57,우렁쌈밥,8000,삼겹살(200g),13000,,,,
전북특별자치도,전주시,세탁업,제일크리너스샵,063-211-2177,전북특별자치도전주시덕진구쪽구름로37,양복(1벌),9000,바지,4000,티셔츠,4000,,
전북특별자치도,전주시,중식,중본이쟁반짜장,063-271-2223,전북특별자치도전주시완산구공북로71,짜장면,5000,짬뽕,7000,간짜장,7000,,
전북특별자치도,전주시,미용업,지연미용실,063-272-8518,전북특별자치도전주시완산구태평3길84,파마(성인),20000,파마(경로),15000,커트,6000,,
전북특별자치도,전주시,한식_육류,지평선한돈전주점,063-273-3392,전북특별자치도전주시덕진구시천로110-6,김치찌개,9000,된장찌개,9000,,,,
전북특별자치도,전주시,한식_육류,첫마중부잣집,063-244-5656,전북특별자치도전주시덕진구도당산로70,토종옻닭(大),33000,토종한방백숙(大),33000,토종닭볶음탕(大),38000,,
전북특별자치도,전주시,한식_일반,청라회관,063-286-3044,전북특별자치도전주시완산구노송여울2길10,돌솥비빔밥,8000,김치찌개,8000,,,,
전북특별자치도,전주시,미용업,초희미용실,063-226-3701,전북특별자치도전주시완산구모악로4683우미아파트상가,커트(성인),8000,커트(학생),7000,파마(경로),20000,,
전북특별자치도,전주시,세탁업,하얀세탁나라,063-902-4555,전북특별자치도전주시덕진구시천로29-30(송천동1가한양아파트상가1층),양복,6000,바지,3000,티셔츠,2000,,
전북특별자치도,전주시,중식,한들각중화요리,063-232-0317,전북특별자치도전주시완산구안행로112,짜장면,5000,짬뽕,7000,간짜장,6500,,
전북특별자치도,전주시,한식_일반,한일옥,063-222-3118,전북특별자치도전주시완산구중산중앙로29,한우육회비빔밥,9000,한우선지해장국,7000,,,,
전북특별자치도,전주시,한식_일반,대물민물장어,063-716-9699,전북특별자치도전주시완산구삼천천변2길271층,민물장어(1kg)매장,69000,민물장어(1kg)포장,59000,,,,
전북특별자치도,전주시,양식,야미전북대점,063-277-6678,전북특별자치도전주시덕진구명륜4길21-52층,수제생돈가스,6900,,,,,,
전북특별자치도,전주시,한식_일반,청년식탁사잇길,063-272-0214,전북특별자치도전주시덕진구백제대로5632층,김치찌개,3000,,,,,,
전북특별자치도,전주시,한식_일반,훈희국수,063-247-1275,전북특별자치도전주시덕진구우아8길8,백반(청국장육개장뼈다귀탕),7000,,,,,,
전북특별자치도,전주시,한식_일반,아리랑하우스,063-241-9300,전북특별자치도전주시덕진구한배미1길29,한우탕,9000,,,,,,
전북특별자치도,전주시,기타요식업,나눔공정카페,063-278-9799,전북특별자치도전주시완산구전룡4길81층,아메리카노,1800,카페라떼,3000,(수제)자몽차레몬차,3500,,
전북특별자치도,전주시,미용업,쿨헤어라인,,전북특별자치도전주시덕진구와룡1길11,염색,40000,파마,40000,,,,
전북특별자치도,전주시,한식_육류,오늘의행복교대점,063-288-5292,전북특별자치도전주시완산구장승배기로405,삼겹살(600g),39000,김치찌개,8000,,,,
전북특별자치도,전주시,양식,돈초야,063-222-1983,전북특별자치도전주시완산구송정로43(효자동1가),돈가스2장,5900,히레(안심)가스(미니우동포함),9000,연어초밥10P(미니우동포함),15000,,
전북특별자치도,전주시,기타요식업,또또커피,,전북특별자치도전주시덕진구삼송3길11-1(금암동)1층,아메리카노,2000,3샷아메리카노,2500,카페라떼,2700,,
전북특별자치도,전주시,한식_면류,백운면,063-277-1007,전북특별자치도전주시덕진구떡전4길20-1(금암동),잔치국수,5000,칼국수,7000,냉밀면,7000,,
전북특별자치도,전주시,한식_면류,백운면아중점,063-714-3877,전북특별자치도전주시덕진구가재미로38(인후동1가),잔치국수,5900,비빔국수,6900,냉밀면,7900,,
전북특별자치도,전주시,한식_일반,영아네밥상,063-274-6598,전북특별자치도전주시덕진구송천로35-4,한식뷔페,8000,대패삼겹살(무한리필),11900,,,,
전북특별자치도,전주시,숙박업,정가한옥,,전북특별자치도전주시완산구기린대로78-3,숙박료(2인실주중비수기),45000,,,,,,
전북특별자치도,전주시,한식_육류,최가돈,063-227-5931,전북특별자치도전주시완산구후곡길23-29,김치찌개,7000,갈비찌개,9000,삼겹살(180g),13000,,
전북특별자치도,전주시,한식_일반,춘향골밥상,063-255-8500,전북특별자치도전주시덕진구벚꽃2길5,우렁된장찌개,8000,,,,,,
전북특별자치도,전주시,한식_면류,하루국수,0507-1347-0031,전북특별자치도전주시완산구메너머1길30,물국수,5000,비빔국수,6000,,,,
전북특별자치도,전주시,한식_일반,향촌,063-252-5733,전북특별자치도전주시덕진구숲정이4길3,김치찌개,8000,된장찌개,8000,,,,
전북특별자치도,전주시,미용업,바다미용샵,063-223-8840,전북특별자치도전주시완산구영경1길21(중화산동2가)우성근영타운상가1-101,커트(학생),10000,커트,13000,염색,25000,,
전북특별자치도,전주시,미용업,진헤어라인,063-225-0343,전북특별자치도전주시완산구삼천천변3길22(삼천동1가)상가동103호,파마,25000,염색,25000,,,,
전북특별자치도,전주시,미용업,조선옥미용실,063-288-1229,전북특별자치도전주시완산구완산길105(서완산동1가)1층,커트(학생),8000,커트,10000,,,,
전북특별자치도,전주시,미용업,란미용실,063-285-9818,전북특별자치도전주시완산구공수내1길7-2(서서학동)1층,커트,10000,파마(경로),25000,파마,30000,,
전북특별자치도,전주시,미용업,에바다미용실,,전북특별자치도전주시완산구관선1길74-4(남노송동)1층,커트,10000,,,,,,
전북특별자치도,전주시,한식_해산물,중앙아구세상본점,063-231-5110,전북특별자치도전주시완산구공북로68(태평동)1층,아구찜(중),32000,해물찜(중),40000,,,,
전북특별자치도,전주시,한식_육류,대창상회,0507-1424-7055,전북특별자치도전주시덕진구아중1길14-3(우아동2가)1층,생삼겹살(200g),15000,목살(200g),15000,,,,
전북특별자치도,전주시,한식_일반,만족,0507-1358-5650,전북특별자치도전주시완산구안터6길41(서신동)1층,비빔밥/순두부찌개/비빔막국수/바지락칼국수(점심),8000,비빔밥/순두부찌개/비빔막국수/바지락칼국수+보쌈/족발(점심),11000,,,,
전북특별자치도,군산시,중식,아서원,063-445-0901,전북특별자치도군산시경암5길63,짜장면,4500,우동,5000,,,,
전북특별자치도,군산시,미용업,어여미,063-464-7997,전북특별자치도군산시축동안길51,컷트(학생),6000,컷트(일반),8000,,,,
전북특별자치도,군산시,이용업,형제이용원,063-462-1439,전북특별자치도군산시동메2길32-1,조발,10000,,,,,,
전북특별자치도,군산시,목욕업,장수대중탕,063-468-9077,전북특별자치도군산시문화1길36,성인,8000,소인(7세미만),5000,,,,
전북특별자치도,군산시,한식_일반,일출옥,063-443-5524,전북특별자치도군산시구영6길22-3,아욱국,7000,,,,,,
전북특별자치도,군산시,목욕업,두꺼비탕,063-442-8985,전북특별자치도군산시동팔마길31,성인,8000,소인(7세미만),6000,,,,
전북특별자치도,군산시,한식_일반,제주도횟집,063-467-9548,전북특별자치도군산시동메1길9-2,복탕,10000,아구탕,10000,,,,
전북특별자치도,군산시,한식_일반,선현대솥뚜껑갈비,063-465-9906,전북특별자치도군산시서수송길17,냉면,6000,갈비탕,12000,,,,
전북특별자치도,군산시,한식_일반,토속해장국,063-452-5388,전북특별자치도군산시신촌2길8-2,청국장,8000,,,,,,
전북특별자치도,군산시,한식_일반,명산칼국수,063-468-1470,전북특별자치도군산시오룡로57-2,바지락칼국수,6000,팥칼국수,7000,,,,
전북특별자치도,군산시,한식_일반,대명옥,063-452-6655,전북특별자치도군산시구영3길50,복탕,12000,아구탕,12000,,,,
전북특별자치도,군산시,한식_일반,은혜식당,063-446-3438,전북특별자치도군산시구시장로24,김치찌개,9000,,,,,,
전북특별자치도,군산시,중식,가야장,063-442-2760,전북특별자치도군산시경암4길4,짜장면,6000,간짜장,9000,,,,
전북특별자치도,군산시,한식_일반,미주옥,063-442-5505,전북특별자치도군산시구영7길133-4,아욱국,8000,김치찌개,8000,,,,
전북특별자치도,군산시,한식_일반,나라식당,063-462-0673,전북특별자치도군산시서흥안2길30,백반,8000,,,,,,
전북특별자치도,군산시,한식_일반,꼬꼬꽥꽥,063-464-4943,전북특별자치도군산시백릉로35,닭곰탕,8000,,,,,,
전북특별자치도,군산시,미용업,머리박사,063-462-9680,전북특별자치도군산시문화로36203호,남성커트,9000,,,,,,
전북특별자치도,군산시,한식_일반,일신옥,063-461-1004,전북특별자치도군산시구영7길20,아욱국,8000,,,,,,
전북특별자치도,군산시,한식_일반,이포크정육식당,063-463-1238,전북특별자치도군산시미원로61102호,삼겹살(200g),11700,,,,,,
전북특별자치도,군산시,한식_일반,이가매생이수제비칼국수,063-451-0208,전북특별자치도군산시조촌안3길19,칼국수,8000,,,,,,
전북특별자치도,군산시,한식_육류,옥천왕족발,063-465-0033,전북특별자치도군산시상나운3길35,족발(대),33000,족발(중),27000,,,,
전북특별자치도,군산시,한식_육류,수연축산유통,063-446-3510,전북특별자치도군산시진포로229,삼겹살(600g),13900,목살(600g),12500,,,,
전북특별자치도,군산시,한식_육류,화끈장어&갈비살,063-462-1472,전북특별자치도군산시하나운안1길8-4,장어(1kg)+갈비살(150g),89000,장어(1kg),79000,삭제,,,
전북특별자치도,군산시,기타요식업,엘투와이투카페,0507-1421-5119,전북특별자치도군산시월명1길15-3,커피,2500,차류,2000,,,,
전북특별자치도,군산시,한식_일반,웅이집,063-452-9544,전북특별자치도군산시오룡로60-1,콩나물국밥,7000,,,,,,
전북특별자치도,군산시,한식_일반,순이칼국수,0507-1328-1978,전북특별자치도군산시조촌4길33-4,돌솥비빔밥,9000,뚝배기불고기,9000,아구찜(소),25000,,
전북특별자치도,군산시,한식_일반,막창일번지,063-465-9501,전북특별자치도군산시서수송안1길15-3,한우육개장,8000,한우곰탕,8000,,,,
전북특별자치도,군산시,한식_일반,선주네포차,0507-1350-7538,전북특별자치도군산시수송안9길5,우럭세꼬시한상차림(2~3인),39000,,,,,,
전북특별자치도,군산시,한식_일반,호연식당,063-442-1451,전북특별자치도군산시우체통거리2길42,한우육회비빔밥,9000,한우설렁탕,9000,,,,
전북특별자치도,군산시,한식_일반,고군산꽃게장,063-443-1189,전북특별자치도군산시신금길21102호,게장백반,9000,,,,,,
전북특별자치도,군산시,한식_일반,얼큰이칼국수,063-446-6922,전북특별자치도군산시구시장로16,바지락칼국수,7000,,,,,,
전북특별자치도,군산시,미용업,동신미용실,063-442-0272,전북특별자치도군산시창성3길13(개복동),커트(여),8000,커트(남),10000,,,,
전북특별자치도,군산시,한식_육류,전주양가양갈비전문점,063-445-7888,전북특별자치도군산시장미1길41층(중앙로1가),프렌치랙,19900,,,,,,
전북특별자치도,군산시,한식_일반,국일식당,063-445-2716,전북특별자치도군산시평화길99-4(죽성동)국일식당,생선탕,10000,,,,,,
전북특별자치도,군산시,한식_육류,하루하루30족발,063-453-9282,전북특별자치도군산시번영로1541동101호(경장동),앞다리족발(대),37000,,,,,,
전북특별자치도,군산시,한식_일반,군산꽁보리,063-732-6065,전북특별자치도군산시신금길18(신영동)2층414호(공설시장),보리비빔밥,5500,팥칼국수,7000,열무국수,6000,,
전북특별자치도,군산시,한식_일반,두리식당,063-445-3417,전북특별자치도군산시미원안길8(미원동),청국장,8000,김치찌개,8000,,,,
전북특별자치도,군산시,한식_육류,건행사,063-452-3880,전북특별자치도군산시문화로194(미장동),양념제육(600g),3500,,,,,,
전북특별자치도,군산시,중식,이사부중화요리전문점,063-467-8940,전북특별자치도군산시월명로389(미원동),짜장면,6000,,,,,,
전북특별자치도,군산시,한식_육류,장인족발,063-463-7789,전북특별자치도군산시하나운로37(나운동),족발대(앞다리),35000,,,,,,
전북특별자치도,군산시,한식_일반,청기와아구,063-453-4852,전북특별자치도군산시진포로133(경장동),아구탕,10000,,,,,,
전북특별자치도,군산시,미용업,디어왁싱,0507-1437-1061,전북특별자치도군산시궁포1로24-3(조촌동)1층109호,왁싱(인중),6000,,,,,,
전북특별자치도,군산시,한식_일반,베테랑돈까스,063-452-5582,전북특별자치도군산시양안로103-1(조촌동)조촌동,베테랑생돈까스,6000,,,,,,
전북특별자치도,군산시,한식_일반,묵은지삼겹살,063-442-3055,전북특별자치도군산시경암로56(경암동)묵은지삼겹살,된장찌개,7000,,,,,,
전북특별자치도,군산시,한식_육류,으뜸갈비,063-446-2799,전북특별자치도군산시경암3길5(경암동)으뜸갈비,양념갈비(400g),13000,,,,,,
전북특별자치도,군산시,기타요식업,커피에빠진호떡,,전북특별자치도군산시황룡1길29,커피,2000,허브차류,3000,,,,
전북특별자치도,군산시,일식,돔베초밥,,전북특별자치도군산시수송남로21층,모듬초밥(10pc),10000,,,,,,
전북특별자치도,군산시,한식_일반,담다한식뷔페,0507-1495-1228,전북특별자치도군산시문화로1511층,한식(초등학생),7000,,,,,,
전북특별자치도,군산시,한식_일반,달달장어,0507-1382-3851,전북특별자치도군산시남수송1길7-41층,장어(1kg),68000,,,,,,
전북특별자치도,군산시,한식_일반,시장김밥,0507-1416-7240,전북특별자치도군산시신금길182층402호,김밥,3000,,,,,,
전북특별자치도,군산시,한식_일반,제비제비수제비,,전북특별자치도군산시신금길182층403호,들깨수제비,7000,김치수제비,7000,,,,
전북특별자치도,군산시,중식,청년미각,0507-1318-6318,전북특별자치도군산시신금길182층1호,짜장면,6000,,,,,,
전북특별자치도,군산시,양식,새콤달콤돈까스,0507-1480-2894,전북특별자치도군산시신금길182층4호,실속돈까스,7000,,,,,,
전북특별자치도,군산시,중식,진성원,,전북특별자치도군산시구암3.1로70-1,물짜장,10000,,,,,,
전북특별자치도,군산시,중식,짬뽕일번지,,전북특별자치도군산시상지곡안4길13,짜장면,6000,,,,,,
전북특별자치도,군산시,한식_일반,모정식당,,전북특별자치도군산시조촌4길34-4,김치찌개,9000,부대찌개,9000,,,,
전북특별자치도,군산시,미용업,레인보우,0507-1380-2850,전북특별자치도군산시수송로73105호,기본케어,15000,,,,,,
전북특별자치도,군산시,미용업,블루컷,0507-1393-4419,전북특별자치도군산시공항로1181층,남성커트,14000,,,,,,
